,state,year,bmcode,births_age1524,births_age2534,births_age3544,births_nohs,births_hs,births_somecoll,births_coll,births_married,births_unmarried,births_medicaid,births_nhblack,births_nhwhite,births_hisp,births_total,id,births_otherraceeth,births_nonmedicaid,pop_total,pop_nhblack,pop_nhwhite,pop_hisp,pop_otherraceeth,pop_medicaid,pop_nonmedicaid,pop_nohs,pop_hs,pop_somecoll,pop_coll,pop_married,pop_unmarried,dobbscodev1,dobbscodev2,dobbscodev3,dobbscode_sensitivity,dobbscode_sensitivity_tx,abtnum_occ_2020,abtrate_occ_2020,abtrate_res_2020,pop_age1524,pop_age2534,pop_age3544,policy_on,exposed_births,exposed_infdeaths,time,quarter,days_multiplier,exposure_code,births_other,pop_other
12,Alabama,2016,1,3400.0,5094.0,1015.0,1549.0,2938.0,2851.0,2152.0,5285.0,4224.0,4947.0,2837.0,5627.0,729.0,9509,103.0,316.0,4562.0,952636.0,292788.0,579530.0,43456.0,36862.0,647675.0,304961.0,170913.0,283848.0,285480.0,212395.0,370777.0,581859.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,324063.0,323083.0,305490.0,0.0,0.0,0.0,2016-01-01,2016-Q1,1.0,0.0,316.0,36862.0
13,Alabama,2016,2,3189.0,5098.0,1047.0,1425.0,2845.0,2751.0,2298.0,5363.0,3971.0,4528.0,2727.0,5562.0,733.0,9334,103.0,312.0,4806.0,952636.0,292788.0,579530.0,43456.0,36862.0,647675.0,304961.0,170913.0,283848.0,285480.0,212395.0,370777.0,581859.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,324063.0,323083.0,305490.0,0.0,0.0,0.0,2016-03-01,2016-Q1,1.010989010989011,0.0,312.0,36862.0
14,Alabama,2016,3,3291.0,5425.0,1116.0,1500.0,2877.0,2941.0,2491.0,5545.0,4287.0,4814.0,2841.0,5978.0,725.0,9832,103.0,288.0,5018.0,952636.0,292788.0,579530.0,43456.0,36862.0,647675.0,304961.0,170913.0,283848.0,285480.0,212395.0,370777.0,581859.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,324063.0,323083.0,305490.0,0.0,0.0,0.0,2016-05-01,2016-Q2,1.010989010989011,0.0,288.0,36862.0
15,Alabama,2016,4,3613.0,5644.0,1096.0,1594.0,3224.0,3097.0,2419.0,5697.0,4656.0,5172.0,3071.0,6113.0,805.0,10353,103.0,364.0,5181.0,952636.0,292788.0,579530.0,43456.0,36862.0,647675.0,304961.0,170913.0,283848.0,285480.0,212395.0,370777.0,581859.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,324063.0,323083.0,305490.0,0.0,0.0,0.0,2016-07-01,2016-Q3,1.010989010989011,0.0,364.0,36862.0
16,Alabama,2016,5,3528.0,5542.0,1133.0,1611.0,3147.0,3030.0,2402.0,5541.0,4662.0,5249.0,3043.0,6005.0,795.0,10203,103.0,360.0,4954.0,952636.0,292788.0,579530.0,43456.0,36862.0,647675.0,304961.0,170913.0,283848.0,285480.0,212395.0,370777.0,581859.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,324063.0,323083.0,305490.0,0.0,0.0,0.0,2016-09-01,2016-Q3,1.0,0.0,360.0,36862.0
17,Alabama,2016,6,3525.0,5286.0,1022.0,1600.0,3024.0,2978.0,2199.0,5238.0,4595.0,5094.0,3142.0,5578.0,781.0,9833,103.0,332.0,4739.0,952636.0,292788.0,579530.0,43456.0,36862.0,647675.0,304961.0,170913.0,283848.0,285480.0,212395.0,370777.0,581859.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,324063.0,323083.0,305490.0,0.0,0.0,0.0,2016-11-01,2016-Q4,1.010989010989011,0.0,332.0,36862.0
18,Alabama,2017,1,3326.0,5061.0,1033.0,1412.0,2923.0,2866.0,2195.0,4875.0,4544.0,4766.0,2897.0,5441.0,759.0,9420,104.0,323.0,4654.0,949999.0,292053.0,576145.0,44233.0,37568.0,643170.0,306829.0,173538.0,299859.0,268193.0,208409.0,351344.0,598655.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,319854.0,325345.0,304800.0,0.0,0.0,0.0,2017-01-01,2017-Q1,0.989010989010989,0.0,323.0,37568.0
19,Alabama,2017,2,3051.0,5109.0,1013.0,1317.0,2756.0,2786.0,2298.0,5024.0,4149.0,4394.0,2692.0,5468.0,699.0,9173,104.0,314.0,4779.0,949999.0,292053.0,576145.0,44233.0,37568.0,643170.0,306829.0,173538.0,299859.0,268193.0,208409.0,351344.0,598655.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,319854.0,325345.0,304800.0,0.0,0.0,0.0,2017-03-01,2017-Q1,1.010989010989011,0.0,314.0,37568.0
20,Alabama,2017,3,3252.0,5205.0,1111.0,1328.0,2967.0,2971.0,2280.0,5246.0,4319.0,4623.0,2790.0,5727.0,721.0,9568,104.0,330.0,4945.0,949999.0,292053.0,576145.0,44233.0,37568.0,643170.0,306829.0,173538.0,299859.0,268193.0,208409.0,351344.0,598655.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,319854.0,325345.0,304800.0,0.0,0.0,0.0,2017-05-01,2017-Q2,1.010989010989011,0.0,330.0,37568.0
21,Alabama,2017,4,3615.0,5851.0,1111.0,1540.0,3339.0,3244.0,2427.0,5582.0,4994.0,5248.0,3247.0,6113.0,852.0,10577,104.0,365.0,5329.0,949999.0,292053.0,576145.0,44233.0,37568.0,643170.0,306829.0,173538.0,299859.0,268193.0,208409.0,351344.0,598655.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,319854.0,325345.0,304800.0,0.0,0.0,0.0,2017-07-01,2017-Q3,1.010989010989011,0.0,365.0,37568.0
22,Alabama,2017,5,3473.0,5634.0,1148.0,1578.0,3243.0,3011.0,2389.0,5300.0,4954.0,5077.0,3165.0,5955.0,772.0,10255,104.0,363.0,5178.0,949999.0,292053.0,576145.0,44233.0,37568.0,643170.0,306829.0,173538.0,299859.0,268193.0,208409.0,351344.0,598655.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,319854.0,325345.0,304800.0,0.0,0.0,0.0,2017-09-01,2017-Q3,1.0,0.0,363.0,37568.0
23,Alabama,2017,6,3304.0,5339.0,1207.0,1393.0,3126.0,3002.0,2305.0,5109.0,4741.0,4966.0,3140.0,5624.0,730.0,9850,104.0,356.0,4884.0,949999.0,292053.0,576145.0,44233.0,37568.0,643170.0,306829.0,173538.0,299859.0,268193.0,208409.0,351344.0,598655.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,319854.0,325345.0,304800.0,0.0,0.0,0.0,2017-11-01,2017-Q4,1.010989010989011,0.0,356.0,37568.0
24,Alabama,2018,1,3197.0,4944.0,1083.0,1290.0,2950.0,2852.0,2114.0,4846.0,4378.0,4597.0,2891.0,5296.0,727.0,9224,105.0,310.0,4627.0,948960.0,291203.0,574327.0,45424.0,38006.0,643891.0,305069.0,157782.0,298852.0,273018.0,219308.0,369436.0,579524.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,317533.0,326160.0,305267.0,0.0,0.0,0.0,2018-01-01,2018-Q1,0.989010989010989,0.0,310.0,38006.0
25,Alabama,2018,2,3005.0,5012.0,1107.0,1220.0,2827.0,2771.0,2297.0,4930.0,4193.0,4479.0,2705.0,5383.0,713.0,9124,105.0,323.0,4645.0,948960.0,291203.0,574327.0,45424.0,38006.0,643891.0,305069.0,157782.0,298852.0,273018.0,219308.0,369436.0,579524.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,317533.0,326160.0,305267.0,0.0,0.0,0.0,2018-03-01,2018-Q1,1.010989010989011,0.0,323.0,38006.0
26,Alabama,2018,3,3151.0,5347.0,1043.0,1265.0,3090.0,2846.0,2316.0,5179.0,4362.0,4605.0,2841.0,5684.0,685.0,9541,105.0,331.0,4936.0,948960.0,291203.0,574327.0,45424.0,38006.0,643891.0,305069.0,157782.0,298852.0,273018.0,219308.0,369436.0,579524.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,317533.0,326160.0,305267.0,0.0,0.0,0.0,2018-05-01,2018-Q2,1.010989010989011,0.0,331.0,38006.0
27,Alabama,2018,4,3381.0,5675.0,1143.0,1398.0,3217.0,3150.0,2413.0,5436.0,4762.0,4963.0,3070.0,6004.0,778.0,10199,105.0,347.0,5236.0,948960.0,291203.0,574327.0,45424.0,38006.0,643891.0,305069.0,157782.0,298852.0,273018.0,219308.0,369436.0,579524.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,317533.0,326160.0,305267.0,0.0,0.0,0.0,2018-07-01,2018-Q3,1.010989010989011,0.0,347.0,38006.0
28,Alabama,2018,5,3182.0,5464.0,1159.0,1381.0,3116.0,2928.0,2359.0,5221.0,4584.0,4822.0,3019.0,5717.0,747.0,9805,105.0,322.0,4983.0,948960.0,291203.0,574327.0,45424.0,38006.0,643891.0,305069.0,157782.0,298852.0,273018.0,219308.0,369436.0,579524.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,317533.0,326160.0,305267.0,0.0,0.0,0.0,2018-09-01,2018-Q3,1.0,0.0,322.0,38006.0
29,Alabama,2018,6,3276.0,5328.0,1161.0,1424.0,3100.0,2960.0,2262.0,5077.0,4688.0,4918.0,3048.0,5646.0,731.0,9765,105.0,340.0,4847.0,948960.0,291203.0,574327.0,45424.0,38006.0,643891.0,305069.0,157782.0,298852.0,273018.0,219308.0,369436.0,579524.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,317533.0,326160.0,305267.0,0.0,0.0,0.0,2018-11-01,2018-Q4,1.010989010989011,0.0,340.0,38006.0
30,Alabama,2019,1,3156.0,5249.0,1006.0,1266.0,3112.0,2815.0,2193.0,4829.0,4580.0,4726.0,2947.0,5426.0,689.0,9411,106.0,349.0,4685.0,949318.0,290092.0,574017.0,46537.0,38672.0,672055.0,277263.0,150355.0,317864.0,257997.0,223102.0,373198.0,576120.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,315228.0,327364.0,306726.0,0.0,0.0,0.0,2019-01-01,2019-Q1,0.989010989010989,0.0,349.0,38672.0
31,Alabama,2019,2,2922.0,5028.0,1096.0,1253.0,2827.0,2644.0,2309.0,4892.0,4151.0,4372.0,2742.0,5250.0,727.0,9046,106.0,327.0,4674.0,949318.0,290092.0,574017.0,46537.0,38672.0,672055.0,277263.0,150355.0,317864.0,257997.0,223102.0,373198.0,576120.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,315228.0,327364.0,306726.0,0.0,0.0,0.0,2019-03-01,2019-Q1,1.010989010989011,0.0,327.0,38672.0
32,Alabama,2019,3,3021.0,5130.0,1114.0,1319.0,2922.0,2716.0,2292.0,4840.0,4423.0,4413.0,2796.0,5370.0,774.0,9265,106.0,325.0,4852.0,949318.0,290092.0,574017.0,46537.0,38672.0,672055.0,277263.0,150355.0,317864.0,257997.0,223102.0,373198.0,576120.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,315228.0,327364.0,306726.0,0.0,0.0,0.0,2019-05-01,2019-Q2,1.010989010989011,0.0,325.0,38672.0
33,Alabama,2019,4,3547.0,5742.0,1222.0,1476.0,3409.0,3217.0,2401.0,5384.0,5126.0,5239.0,3299.0,5874.0,946.0,10511,106.0,392.0,5272.0,949318.0,290092.0,574017.0,46537.0,38672.0,672055.0,277263.0,150355.0,317864.0,257997.0,223102.0,373198.0,576120.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,315228.0,327364.0,306726.0,0.0,0.0,0.0,2019-07-01,2019-Q3,1.010989010989011,0.0,392.0,38672.0
34,Alabama,2019,5,3326.0,5843.0,1244.0,1400.0,3426.0,3144.0,2430.0,5374.0,5038.0,5220.0,3210.0,5982.0,863.0,10413,106.0,358.0,5193.0,949318.0,290092.0,574017.0,46537.0,38672.0,672055.0,277263.0,150355.0,317864.0,257997.0,223102.0,373198.0,576120.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,315228.0,327364.0,306726.0,0.0,0.0,0.0,2019-09-01,2019-Q3,1.0,0.0,358.0,38672.0
35,Alabama,2019,6,3262.0,5447.0,1147.0,1434.0,3178.0,3014.0,2208.0,4899.0,4957.0,5106.0,3163.0,5447.0,889.0,9856,106.0,357.0,4750.0,949318.0,290092.0,574017.0,46537.0,38672.0,672055.0,277263.0,150355.0,317864.0,257997.0,223102.0,373198.0,576120.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,315228.0,327364.0,306726.0,0.0,0.0,0.0,2019-11-01,2019-Q4,1.010989010989011,0.0,357.0,38672.0
36,Alabama,2020,1,3146.0,5181.0,1053.0,1392.0,3097.0,2714.0,2159.0,4561.0,4817.0,4891.0,3042.0,5199.0,838.0,9380,107.0,301.0,4489.0,976577.0,297892.0,589375.0,48878.0,40432.0,689773.0,286804.0,153546.0,322849.0,262403.0,237779.0,380112.0,596465.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,334310.0,329058.0,313209.0,0.0,0.0,0.0,2020-01-01,2020-Q1,1.0,0.0,301.0,40432.0
37,Alabama,2020,2,2920.0,5233.0,1177.0,1160.0,3087.0,2726.0,2348.0,5001.0,4328.0,4592.0,2805.0,5428.0,784.0,9330,107.0,313.0,4738.0,976577.0,297892.0,589375.0,48878.0,40432.0,689773.0,286804.0,153546.0,322849.0,262403.0,237779.0,380112.0,596465.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,334310.0,329058.0,313209.0,0.0,0.0,0.0,2020-03-01,2020-Q1,1.010989010989011,0.0,313.0,40432.0
38,Alabama,2020,3,2851.0,5265.0,1175.0,1208.0,3065.0,2620.0,2385.0,4935.0,4356.0,4640.0,2778.0,5339.0,853.0,9291,107.0,321.0,4651.0,976577.0,297892.0,589375.0,48878.0,40432.0,689773.0,286804.0,153546.0,322849.0,262403.0,237779.0,380112.0,596465.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,334310.0,329058.0,313209.0,0.0,0.0,0.0,2020-05-01,2020-Q2,1.010989010989011,0.0,321.0,40432.0
39,Alabama,2020,4,3363.0,5817.0,1225.0,1434.0,3383.0,3079.0,2492.0,5434.0,4970.0,5238.0,3158.0,5874.0,978.0,10405,107.0,395.0,5167.0,976577.0,297892.0,589375.0,48878.0,40432.0,689773.0,286804.0,153546.0,322849.0,262403.0,237779.0,380112.0,596465.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,334310.0,329058.0,313209.0,0.0,0.0,0.0,2020-07-01,2020-Q3,1.010989010989011,0.0,395.0,40432.0
40,Alabama,2020,5,3047.0,5407.0,1301.0,1342.0,3185.0,2794.0,2420.0,5049.0,4705.0,4813.0,2958.0,5533.0,944.0,9755,107.0,320.0,4942.0,976577.0,297892.0,589375.0,48878.0,40432.0,689773.0,286804.0,153546.0,322849.0,262403.0,237779.0,380112.0,596465.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,334310.0,329058.0,313209.0,0.0,0.0,0.0,2020-09-01,2020-Q3,1.0,0.0,320.0,40432.0
41,Alabama,2020,6,3039.0,5205.0,1127.0,1312.0,3180.0,2657.0,2214.0,4717.0,4653.0,4686.0,2959.0,5258.0,816.0,9371,107.0,338.0,4685.0,976577.0,297892.0,589375.0,48878.0,40432.0,689773.0,286804.0,153546.0,322849.0,262403.0,237779.0,380112.0,596465.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,334310.0,329058.0,313209.0,0.0,0.0,0.0,2020-11-01,2020-Q4,1.010989010989011,0.0,338.0,40432.0
42,Alabama,2021,1,2845.0,4968.0,1107.0,1204.0,2981.0,2501.0,2223.0,4621.0,4298.0,4404.0,2664.0,5149.0,826.0,8920,108.0,281.0,4516.0,985083.0,298486.0,594361.0,50794.0,41442.0,694188.0,290895.0,153748.0,321482.0,261660.0,248193.0,379587.0,605496.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,339383.0,329605.0,316095.0,0.0,0.0,0.0,2021-01-01,2021-Q1,0.989010989010989,0.0,281.0,41442.0
43,Alabama,2021,2,2860.0,5202.0,1185.0,1200.0,2954.0,2619.0,2470.0,5055.0,4190.0,4393.0,2576.0,5456.0,868.0,9247,108.0,347.0,4854.0,985083.0,298486.0,594361.0,50794.0,41442.0,694188.0,290895.0,153748.0,321482.0,261660.0,248193.0,379587.0,605496.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,339383.0,329605.0,316095.0,0.0,0.0,0.0,2021-03-01,2021-Q1,1.010989010989011,0.0,347.0,41442.0
44,Alabama,2021,3,2879.0,5325.0,1224.0,1199.0,3052.0,2634.0,2538.0,5123.0,4305.0,4478.0,2580.0,5610.0,868.0,9428,108.0,370.0,4950.0,985083.0,298486.0,594361.0,50794.0,41442.0,694188.0,290895.0,153748.0,321482.0,261660.0,248193.0,379587.0,605496.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,339383.0,329605.0,316095.0,0.0,0.0,0.0,2021-05-01,2021-Q2,1.010989010989011,0.0,370.0,41442.0
45,Alabama,2021,4,3207.0,5808.0,1288.0,1315.0,3439.0,2960.0,2579.0,5531.0,4772.0,5016.0,2907.0,6073.0,958.0,10303,108.0,365.0,5287.0,985083.0,298486.0,594361.0,50794.0,41442.0,694188.0,290895.0,153748.0,321482.0,261660.0,248193.0,379587.0,605496.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,339383.0,329605.0,316095.0,0.0,0.0,0.0,2021-07-01,2021-Q3,1.010989010989011,0.0,365.0,41442.0
46,Alabama,2021,5,3123.0,5733.0,1243.0,1337.0,3388.0,2793.0,2566.0,5414.0,4684.0,4750.0,2854.0,5782.0,1079.0,10099,108.0,384.0,5349.0,985083.0,298486.0,594361.0,50794.0,41442.0,694188.0,290895.0,153748.0,321482.0,261660.0,248193.0,379587.0,605496.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,339383.0,329605.0,316095.0,0.0,0.0,0.0,2021-09-01,2021-Q3,1.0,0.0,384.0,41442.0
47,Alabama,2021,6,3114.0,5585.0,1236.0,1307.0,3340.0,2772.0,2500.0,5286.0,4648.0,4680.0,2891.0,5656.0,1025.0,9935,108.0,363.0,5255.0,985083.0,298486.0,594361.0,50794.0,41442.0,694188.0,290895.0,153748.0,321482.0,261660.0,248193.0,379587.0,605496.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,339383.0,329605.0,316095.0,0.0,0.0,0.0,2021-11-01,2021-Q4,1.010989010989011,0.0,363.0,41442.0
48,Alabama,2022,1,2832.0,5169.0,1176.0,1192.0,3091.0,2599.0,2283.0,4870.0,4305.0,4267.0,2664.0,5209.0,964.0,9177,109.0,340.0,4910.0,991098.0,298952.0,596507.0,53097.0,42542.0,689289.0,301809.0,152072.0,335482.0,254398.0,249146.0,390254.0,600844.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,342016.0,330780.0,318302.0,0.0,0.0,0.0,2022-01-01,2022-Q1,0.989010989010989,0.0,340.0,42542.0
49,Alabama,2022,2,2793.0,5271.0,1179.0,1183.0,3044.0,2553.0,2448.0,5095.0,4147.0,4154.0,2541.0,5454.0,939.0,9243,109.0,309.0,5089.0,991098.0,298952.0,596507.0,53097.0,42542.0,689289.0,301809.0,152072.0,335482.0,254398.0,249146.0,390254.0,600844.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,342016.0,330780.0,318302.0,0.0,0.0,0.0,2022-03-01,2022-Q1,1.010989010989011,0.0,309.0,42542.0
50,Alabama,2022,3,2761.0,5304.0,1214.0,1146.0,3023.0,2559.0,2527.0,5222.0,4054.0,4041.0,2479.0,5437.0,981.0,9279,109.0,382.0,5238.0,991098.0,298952.0,596507.0,53097.0,42542.0,689289.0,301809.0,152072.0,335482.0,254398.0,249146.0,390254.0,600844.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,342016.0,330780.0,318302.0,1.0,0.0,0.0,2022-05-01,2022-Q2,1.010989010989011,0.0,382.0,42542.0
51,Alabama,2022,4,3258.0,5891.0,1325.0,1336.0,3482.0,2914.0,2723.0,5653.0,4819.0,4721.0,2939.0,6032.0,1122.0,10474,109.0,381.0,5753.0,991098.0,298952.0,596507.0,53097.0,42542.0,689289.0,301809.0,152072.0,335482.0,254398.0,249146.0,390254.0,600844.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,342016.0,330780.0,318302.0,1.0,0.0,0.0,2022-07-01,2022-Q3,1.010989010989011,0.0,381.0,42542.0
52,Alabama,2022,5,2908.0,5641.0,1323.0,1330.0,3266.0,2707.0,2553.0,5520.0,4352.0,4463.0,2602.0,5792.0,1119.0,9872,109.0,359.0,5409.0,991098.0,298952.0,596507.0,53097.0,42542.0,689289.0,301809.0,152072.0,335482.0,254398.0,249146.0,390254.0,600844.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,342016.0,330780.0,318302.0,1.0,0.0,0.0,2022-09-01,2022-Q3,1.0,0.0,359.0,42542.0
53,Alabama,2022,6,3006.0,5671.0,1303.0,1347.0,3353.0,2672.0,2589.0,5375.0,4605.0,4505.0,2807.0,5742.0,1083.0,9980,109.0,348.0,5475.0,991098.0,298952.0,596507.0,53097.0,42542.0,689289.0,301809.0,152072.0,335482.0,254398.0,249146.0,390254.0,600844.0,1.0,1.0,1.0,1.0,,5700.0,6.0,9.5,342016.0,330780.0,318302.0,1.0,0.0,0.0,2022-11-01,2022-Q4,1.010989010989011,0.0,348.0,42542.0
54,Alabama,2023,1,2945.0,5208.0,1232.0,1299.0,3182.0,2508.0,2371.0,4886.0,4498.0,4286.0,2668.0,5309.0,1070.0,9385,110.0,338.0,5099.0,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,,,,,,,,,344669.4273313631,331959.1887258992,320524.40944652713,1.0,1.0,1.0,2023-01-01,2023-Q1,0.989010989010989,1.0,338.0,43565.83420308976
55,Alabama,2023,2,2752.0,5228.0,1289.0,1201.0,3095.0,2469.0,2483.0,5099.0,4167.0,4094.0,2520.0,5345.0,1051.0,9269,110.0,353.0,5175.0,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,,,,,,,,,344669.4273313631,331959.1887258992,320524.40944652713,1.0,1.0,1.0,2023-03-01,2023-Q1,1.010989010989011,1.0,353.0,43565.83420308976
56,Alabama,2023,3,2805.0,5411.0,1228.0,1237.0,3166.0,2413.0,2611.0,5242.0,4201.0,4199.0,2462.0,5556.0,1087.0,9444,110.0,339.0,5245.0,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,,,,,,,,,344669.4273313631,331959.1887258992,320524.40944652713,1.0,1.0,1.0,2023-05-01,2023-Q2,1.010989010989011,1.0,339.0,43565.83420308976
57,Alabama,2023,4,3017.0,5661.0,1355.0,1339.0,3334.0,2703.0,2628.0,5477.0,4554.0,4418.0,2610.0,5808.0,1229.0,10033,110.0,386.0,5615.0,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,,,,,,,,,344669.4273313631,331959.1887258992,320524.40944652713,1.0,1.0,1.0,2023-07-01,2023-Q3,1.010989010989011,1.0,386.0,43565.83420308976
58,Alabama,2023,5,2930.0,5634.0,1364.0,1301.0,3365.0,2621.0,2618.0,5365.0,4560.0,4430.0,2647.0,5701.0,1209.0,9928,110.0,371.0,5498.0,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,,,,,,,,,344669.4273313631,331959.1887258992,320524.40944652713,1.0,1.0,1.0,2023-09-01,2023-Q3,1.0,1.0,371.0,43565.83420308976
59,Alabama,2023,6,2867.0,5448.0,1364.0,1295.0,3300.0,2574.0,2494.0,5134.0,4544.0,4334.0,2596.0,5463.0,1216.0,9679,110.0,404.0,5345.0,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,,,,,,,,,344669.4273313631,331959.1887258992,320524.40944652713,1.0,1.0,1.0,2023-11-01,2023-Q4,1.010989010989011,1.0,404.0,43565.83420308976
84,Alaska,2016,1,503.0,1050.0,222.0,187.0,511.0,605.0,449.0,1129.0,646.0,694.0,51.0,960.0,115.0,1775,111.0,649.0,1081.0,147012.0,4961.0,84546.0,11688.0,45817.0,105429.0,41583.0,19735.0,47958.0,40587.0,38731.0,62511.0,84501.0,0.0,0.0,0.0,0.0,0.0,1240.0,8.6,9.2,46710.0,56399.0,43903.0,0.0,0.0,0.0,2016-01-01,2016-Q1,1.0,0.0,649.0,45817.0
85,Alaska,2016,2,543.0,1062.0,273.0,184.0,541.0,641.0,478.0,1210.0,668.0,715.0,40.0,994.0,147.0,1878,111.0,697.0,1163.0,147012.0,4961.0,84546.0,11688.0,45817.0,105429.0,41583.0,19735.0,47958.0,40587.0,38731.0,62511.0,84501.0,0.0,0.0,0.0,0.0,0.0,1240.0,8.6,9.2,46710.0,56399.0,43903.0,0.0,0.0,0.0,2016-03-01,2016-Q1,1.010989010989011,0.0,697.0,45817.0
86,Alaska,2016,3,532.0,1122.0,275.0,157.0,604.0,666.0,474.0,1255.0,674.0,730.0,48.0,1022.0,133.0,1929,111.0,726.0,1199.0,147012.0,4961.0,84546.0,11688.0,45817.0,105429.0,41583.0,19735.0,47958.0,40587.0,38731.0,62511.0,84501.0,0.0,0.0,0.0,0.0,0.0,1240.0,8.6,9.2,46710.0,56399.0,43903.0,0.0,0.0,0.0,2016-05-01,2016-Q2,1.010989010989011,0.0,726.0,45817.0
87,Alaska,2016,4,523.0,1131.0,252.0,188.0,559.0,673.0,463.0,1202.0,704.0,773.0,47.0,929.0,151.0,1906,111.0,779.0,1133.0,147012.0,4961.0,84546.0,11688.0,45817.0,105429.0,41583.0,19735.0,47958.0,40587.0,38731.0,62511.0,84501.0,0.0,0.0,0.0,0.0,0.0,1240.0,8.6,9.2,46710.0,56399.0,43903.0,0.0,0.0,0.0,2016-07-01,2016-Q3,1.010989010989011,0.0,779.0,45817.0
88,Alaska,2016,5,565.0,1077.0,262.0,214.0,578.0,632.0,452.0,1208.0,696.0,749.0,72.0,967.0,131.0,1904,111.0,734.0,1155.0,147012.0,4961.0,84546.0,11688.0,45817.0,105429.0,41583.0,19735.0,47958.0,40587.0,38731.0,62511.0,84501.0,0.0,0.0,0.0,0.0,0.0,1240.0,8.6,9.2,46710.0,56399.0,43903.0,0.0,0.0,0.0,2016-09-01,2016-Q3,1.0,0.0,734.0,45817.0
89,Alaska,2016,6,480.0,1069.0,241.0,188.0,548.0,595.0,430.0,1134.0,656.0,746.0,59.0,900.0,133.0,1790,111.0,698.0,1044.0,147012.0,4961.0,84546.0,11688.0,45817.0,105429.0,41583.0,19735.0,47958.0,40587.0,38731.0,62511.0,84501.0,0.0,0.0,0.0,0.0,0.0,1240.0,8.6,9.2,46710.0,56399.0,43903.0,0.0,0.0,0.0,2016-11-01,2016-Q4,1.010989010989011,0.0,698.0,45817.0
